text,Class,clean_text
""" වරෙව් මෙන්න වලහෙක්...., අපේ ජාතිය වඳ කරන්න ආපු වලහා, මරපියව්! ගහපියව්!කොටාපියව්! ගිණි තියපියව්!. ""...",Hatespeech,""" වරෙව් මෙන්න වලහෙක්...., අපේ ජාතිය වඳ කරන්න ආපු වලහා, මරපියව්! ගහපියව්!කොටාපියව්! ගිණි තියපියව්!. ""..."
"ගේම මොළෙන් ගහන්න බැරිනම්, විනාශ කරපියව් , කොටපියව්, මරපියව්. -පශ්චාත් නාකි විප්ලවකරැවනගේ අඳෝනාව-",Hatespeech,"ගේම මොළෙන් ගහන්න බැරිනම්, විනාශ කරපියව් , කොටපියව්, මරපියව්. -පශ්චාත් නාකි විප්ලවකරැවනගේ අඳෝනාව-"
මාව මරපියව්.. රෙද්ද.. ඇති වෙලා තියෙන්නෙ මේ ජීවිතේ,Hatespeech,මාව මරපියව්.. රෙද්ද.. ඇති වෙලා තියෙන්නෙ මේ ජීවිතේ
"වැරැද්දට දඩුවම තීරණය කරන්නේ නැතුව වැරැද්ද වෙන්නේ කොහෙන්ද ඒක නවත්තන්නේ කොහොමද කියලා බලන්නේ නැතුව මරපියව්,...",Hatespeech,"වැරැද්දට දඩුවම තීරණය කරන්නේ නැතුව වැරැද්ද වෙන්නේ කොහෙන්ද ඒක නවත්තන්නේ කොහොමද කියලා බලන්නේ නැතුව මරපියව්,..."
උදේ ඉඳං FB ඉඳලා ඉඳලා ටුවි ආවේ දැන් ඉතිං බොලාලා මාව මරපියව්!,Hatespeech,උදේ ඉඳං FB ඉඳලා ඉඳලා ටුවි ආවේ දැන් ඉතිං බොලාලා මාව මරපියව්!
මම අයහපත් දෙයක් කරනවද ?? (එහෙම කරනව නම් ගහල මරපියව්),Hatespeech,මම අයහපත් දෙයක් කරනවද ?? (එහෙම කරනව නම් ගහල මරපියව්)
කොටපියව් මරපියව් කැ නොගහා ......,Hatespeech,කොටපියව් මරපියව් කැ නොගහා ......
ඉංදියාවෙ ධීවර හැත්තත් එන්නෙ ලංකාවෙ හාල්මැස්සට කොටන්ඩ.මරපියව් උං,Hatespeech,ඉංදියාවෙ ධීවර හැත්තත් එන්නෙ ලංකාවෙ හාල්මැස්සට කොටන්ඩ.මරපියව් උං
එල කිරි මරපියව් ඕකුන්ව,Hatespeech,එල කිරි මරපියව් ඕකුන්ව
මාව මරණ්න බලාන ඉන්න එවුන් ඉන්නවා නම් මරපියව් මාව.. ලොකු උදවුවක්!,Hatespeech,මාව මරණ්න බලාන ඉන්න එවුන් ඉන්නවා නම් මරපියව් මාව.. ලොකු උදවුවක්!
ලිස්ට් එකෙ බාගයක්ම ඉන්නෙ දකුනෙ උන්...ඒත් උන් ආතල් ..විහිලු දන්නවා..ඒ අතරෙ විහිලුවක් නොද්න්න අබ්බගාත ඩයලුත් ඉන්න්වා නෙද්දකිම් කාලකන්නි....සුනාමියක් වරෙන් කියලා පොස්ට් එකක් දැම්මා..දකුනෙ උන් බය වෙලා,Hatespeech,ලිස්ට් එකෙ බාගයක්ම ඉන්නෙ දකුනෙ උන්...ඒත් උන් ආතල් ..විහිලු දන්නවා..ඒ අතරෙ විහිලුවක් නොද්න්න අබ්බගාත ඩයලුත් ඉන්න්වා නෙද්දකිම් කාලකන්නි....සුනාමියක් වරෙන් කියලා පොස්ට් එකක් දැම්මා..දකුනෙ උන් බය වෙලා
දකුණ කියන්නෙ එහෙම් පිටිම්ම ලැට් වලක් අප්පිරියයි ඔකුන් ඔක්කොම හැදිගෑවිලා පලකො සුනාමියක් වත් ඇවිත් කාලකන්නි නෙද්දකිම් ලන්කාව කන්නෙ දකුනෙ උන් .. - ,Hatespeech,දකුණ කියන්නෙ එහෙම් පිටිම්ම ලැට් වලක් අප්පිරියයි ඔකුන් ඔක්කොම හැදිගෑවිලා පලකො සුනාමියක් වත් ඇවිත් කාලකන්නි නෙද්දකිම් ලන්කාව කන්නෙ දකුනෙ උන් .. -
මේ කාලකන්නි හින්දා තමයි මේ රටට කෙල වෙලා තියෙන්නේ.... හරි පාලනයක් නැති උනාම මෙහෙම තමයි. රනිල් ඇතුලු සමනල කැල තමයි මේකට ප්‍රධාන හේතුව. UNP කියන්නෙනං දැං රටට සාපයක්..,Hatespeech,මේ කාලකන්නි හින්දා තමයි මේ රටට කෙල වෙලා තියෙන්නේ.... හරි පාලනයක් නැති උනාම මෙහෙම තමයි. රනිල් ඇතුලු සමනල කැල තමයි මේකට ප්රධාන හේතුව. UNP කියන්නෙනං දැං රටට සාපයක්..
මහාරාජා මාධ්‍ය ජාලය වහලා දාන්න.. මිනිසුන්ගෙ ඔළු කාලා ඉන්දියන් මඟුල පුරවලා මේ රට කාලකන්නි කරලා තියෙන්නෙ සිරස ඇතුළු මහරාජා මාධ්‍ය ජාලය,Hatespeech,මහාරාජා මාධ්ය ජාලය වහලා දාන්න.. මිනිසුන්ගෙ ඔළු කාලා ඉන්දියන් මඟුල පුරවලා මේ රට කාලකන්නි කරලා තියෙන්නෙ සිරස ඇතුළු මහරාජා මාධ්ය ජාලය
ටොයියන්ගෙ මොළේ දමන්න ඕන ඇළේ මුං මෙච්චර පැහැදිලි ව මේවා කියලත් රටක් ගැන නොසිතා අන්ධ කොර බිහිරි වහල්ලු වගේ රනිලගෙ පස්සෙ දුවනවට. අන්තිමට #රි කාපු රිලව් වගේ විරුවගෙන හිටපියව්..!!! කාලකන්නි සක්කිලි බල්ලො,Hatespeech,ටොයියන්ගෙ මොළේ දමන්න ඕන ඇළේ මුං මෙච්චර පැහැදිලි ව මේවා කියලත් රටක් ගැන නොසිතා අන්ධ කොර බිහිරි වහල්ලු වගේ රනිලගෙ පස්සෙ දුවනවට. අන්තිමට කාපු රිලව් වගේ විරුවගෙන හිටපියව්..!!! කාලකන්නි සක්කිලි බල්ලො
ඔය වගෙ ඉන්න උන් ටිකම නැතත් උන්ගෙ දුවා දරුවො නැත්තන් ලේකම්ලා තමයි බහුතරයක් ඇවිල්ලා ඉන්නෙ වෙනස් උන් එන්නෙ නෑ මලාට ඡන්දයක් තිබ්බා කියලා වෙනස්ම උන්ටිකක් ඇවිල්ලා මේ රට හදන්නෙ නෑ..පැරදුනත් ලිස්ට් එකෙන් හරින් කාලකන්නි ටික එනවා..,Hatespeech,ඔය වගෙ ඉන්න උන් ටිකම නැතත් උන්ගෙ දුවා දරුවො නැත්තන් ලේකම්ලා තමයි බහුතරයක් ඇවිල්ලා ඉන්නෙ වෙනස් උන් එන්නෙ නෑ මලාට ඡන්දයක් තිබ්බා කියලා වෙනස්ම උන්ටිකක් ඇවිල්ලා මේ රට හදන්නෙ නෑ..පැරදුනත් ලිස්ට් එකෙන් හරින් කාලකන්නි ටික එනවා..
